Company,Country,Director,Genre,Title,Runtime,Writer,Year
Alcor Films,France,Craig Bolotin,Drama,ThatNight,89,Alice McDermott,1992
Animat�grafo,Spain,Fernando Trueba,Comedy,BelleEpoque,109,Rafael Azcona,1992
Hollywood Pictures,USA,Jonathan Lynn,Comedy,TheDistinguishedGentleman,112,Marty Kaplan,1992
Christopher Columbus Productions,UK,John Glen,Adventure,ChristopherColumbusTheDiscovery,120,Mario Puzo,1992
Imperial Entertainment,Denmark,Albert Pyun,Action,Nemesis,95,Rebecca Charles,1992
Dimension Films,Hong Kong,Ringo Lam,Action,TwinDragons,104,Barry Wong,1992
Paramount Pictures,USA,Richard Pearce,Comedy,LeapofFaith,108,Janus Cercone,1992
Metro-Goldwyn-Mayer (MGM),USA,Michael Ritchie,Drama,Diggstown,98,Leonard Wise,1992
Miramax,USA,Tim Robbins,Comedy,BobRoberts,102,Tim Robbins,1992
New Line Cinema,USA,Joan Micklin Silver,Comedy,BigGirlsDontCryTheyGetEven,96,Frank Mugavero,1992
A&M; Films,USA,Keith Gordon,Drama,AMidnightClear,108,William Wharton,1992
Cinemabrain,Japan,Ry� Murakami,Drama,TokyoDecadence,135,Ry� Murakami,1992
American Zoetrope,USA,Carroll Ballard,Action,Wind,126,Jeff Benjamin,1992
Orion Pictures,USA,Jonathan Kaplan,Drama,LoveField,105,Don Roos,1992
Morgan Creek Productions,USA,Roger Donaldson,Action,WhiteSands,101,Daniel Pyne,1992
Channel Four Films,Ireland,Mike Newell,Adventure,IntotheWest,100,Jim Sheridan,1992
DENTSU Music And Entertainment,USA,Fred Schepisi,Comedy,MrBaseball,108,Theo Pelletier,1992
Cineville,USA,Allison Anders,Drama,GasFoodLodging,,101,Richard Peck,1992
Sigma Film Productions,Netherlands,Roeland Kerbosch,Drama,ForaLostSoldier,92,Don Bloch,1992
Penta Films,USA,Irwin Winkler,Comedy,NightandtheCity,105,Gerald Kersh,1992
Hollywood Pictures,USA,Barnet Kellman,Comedy,StraightTalk,91,Craig Bolotin,1992
Ixtlan,USA,Anthony Drazan,Drama,Zebrahead,100,Anthony Drazan,1992
British Screen Productions,UK,Stephen Gyllenhaal,Drama,Waterland,95,Graham Swift,1992
Green Umbrella Ltd.,USA,Gillies MacKinnon,Drama,ThePlayboys,117,Shane Connaughton,1992
Twentieth Century Fox Film Corporation,USA,Nora Ephron,Drama,ThisIsMyLife,100,Meg Wolitzer,1992
Carolco Pictures,USA,Paul Schrader,Crime,LightSleeper,103,Paul Schrader,1992
Cineplex Odeon Films,Germany,Carl Schenkel,Crime,Juegoamuerte,108,Brad Mirman,1992
Hyperion Pictures,USA,Bruce W. Smith,Animation,BbsKids,70,Robin Harris,1992
Alliance Films Corporation,Canada,Jean-Claude Lauzon,Comedy,Lolo,107,Jean-Claude Lauzon,1992
Ascot Film,Germany,Eugene Levy,Comedy,OnceUponaCrime,94,Rodolfo Sonego,1992
Meir Teper,USA,Barry Primus,Comedy,Mistress,110,Barry Primus,1992
Castle Rock Entertainment,USA,Billy Crystal,Comedy,MrSaturdayNight,119,Billy Crystal,1992
Penta Entertainment,USA,Bob Rafelson,Comedy,ManTrouble,100,Carole Eastman,1992
Avenue Pictures,USA,Martin Bell,Crime,AmericanHeart,113,Peter Silverman,1992
No Frills Film Production,USA,Neal Jimenez,Drama,TheWaterdance,106,Neal Jimenez,1992
Carolco Pictures,UK,John Glen,Action,AcesIronEagleIII,98,Kevin Alyn Elders,1992
Sovereign Pictures,UK,Lizzie Borden,Romance,LoveCrimes,90,Allan Moyle,1992
Penta Pictures,USA,Ted Kotcheff,Comedy,Folks,107,Robert Klane,1992
Atchafalaya,USA,John Sayles,Drama,PassionFish,135,John Sayles,1992
Alliance Communications Corporation,USA,Alexandre Rockwell,Comedy,IntheSoup,93,Sollace Mitchell,1992
Universal Pictures,USA,Howard Franklin,Crime,ThePublicEye,99,Howard Franklin,1992
Orion Pictures,USA,Howard Deutch,Drama,Article99,100,Ron Cutler,1992
Davis Entertainment,USA,Mark Frost,Drama,Storyville,113,Frank Galbally,1992
Paramount Pictures,USA,Dennis Dugan,Comedy,BrainDonors,100,Pat Proft,1992
Australian Film Commission, The,,Australia,Mark Joffe,Comedy,TheEfficiencyExpert,100,Max Dann,1992
American Playhouse,Italy,Hal Hartley,Crime,SimpleMen,105,Hal Hartley,1992
Interscope Communications,USA,Francis Veber,Comedy,OutonaLimb,100,Daniel Goldin,1992
Hollywood Pictures,USA,Charlie Peters,Comedy,PassedAway,96,Charlie Peters,1992
Compagnie Eric Rohmer (CER),France,�ric Rohmer,Drama,ATaleofWinter,114,�ric Rohmer,1992
SVT Drama,Sweden,Bille August,Biography,TheBestIntentions,100,Ingmar Bergman,1992
Zeta Entertainment,USA,Tamra Davis,Crime,Guncrazy,97,Matthew Bright,1992
Paramount Pictures,USA,Christopher Crowe,Drama,WhispersintheDark,103,Christopher Crowe,1992
Memfis Film,Sweden,Colin Nutley,Comedy,HouseofAngels,127,Colin Nutley,1992
Kaijyu Theater,Japan,Shin'ya Tsukamoto,Horror,TetsuoIIBodyHammer,83,Shin'ya Tsukamoto,1992
Ang Lee Productions,Taiwan,Ang Lee,Comedy,PushingHands,105,Ang Lee,1992
Castle Rock Entertainment,USA,Peter Yates,Action,YearoftheComet,91,William Goldman,1992
British Film Institute (BFI),UK,Terence Davies,Biography,TheLongDayCloses,85,Terence Davies,1992
Erre Produzioni,Italy,Gianni Amelio,Drama,TheStolenChildren,114,Gianni Amelio,1992
Bellboy Films Limited,UK,Mark Herman,Comedy,BlameItontheBellboy,78,Mark Herman,1992
Vision International,France,Jacques Dorfmann,Adventure,ShadowoftheWolf,112,Jacques Dorfmann,1992
Once Upon a Time Films,USA,Matthew Meshekoff,Comedy,TheOppositeSexandHowtoLivewithThem,100,Noah Stern,1992
Samuel Goldwyn Company, The,,USA,Andy Wolk,Crime,TracesofRed,105,Jim Piddock,1992
Metro-Goldwyn-Mayer (MGM),USA,Bruce Beresford,Drama,RichinLove,100,Josephine Humphreys,1992
Distant Horizon,USA,Tem�stocles L�pez,Drama,ChainofDesire,100,Tem�stocles L�pez,1992
Film Par Film,France,Claude Sautet,Drama,UnCoeurenHiver,105,Claude Sautet,1992
Miramax,USA,Leslie Harris,Drama,JustAnotherGirlontheIRT,92,Leslie Harris,1992
Banfilm,France,Cyril Collard,Biography,SavageNights,126,Cyril Collard,1992
Central Motion Pictures,Taiwan,Ming-liang Tsai,Crime,RebelsoftheNeonGod,106,Ming-liang Tsai,1992
Mirage Entertainment,USA,Edward Zwick,Comedy,LeavingNormal,110,Ed Solomon,1992
Desperate Pictures,USA,Gregg Araki,Comedy,TheLivingEnd,81,Gregg Araki,1992
Sil-Metropole Organisation,China,Yimou Zhang,Comedy,TheStoryofQiuJu,101,Yuan Bin Chen,1992
Outlaw Productions (I),USA,Mike Binder,Comedy,CrossingtheBridge,103,Mike Binder,1992
British Broadcasting Corporation (BBC),South Africa,Darrell Roodt,Drama,Sarafina,117,Mbongeni Ngema,1992
Kuzui Enterprises,UK,John Mackenzie,Biography,Ruby,110,Stephen Davis,1992
Australian Film Finance Corporation (AFFC),Australia,Vincent Ward,Adventure,MapoftheHumanHeart,109,Louis Nowra,1992
Oliane Productions,France,Agnieszka Holland,Drama,OlivierOlivier,,110,Agnieszka Holland,1992
Majestic Films International,USA,Graeme Clifford,Mystery,RubyCairo,100,Robert Dillon,1992
In The Bag Productions,USA,Allan Moyle,Comedy,TheGuninBettyLousHandbag,89,Grace Cary Bickley,1992
JVC Entertainment Networks,USA,Beeban Kidron,Comedy,UsedPeople,100,Todd Graff,1992
Cannon Pictures Inc.,USA,Richard Danus,Thriller,NoPlacetoHide,100,Richard Danus,1992
RainCity Productions,USA,Alan Rudolph,Crime,Equinox,110,Alan Rudolph,1992
Cannon Pictures,USA,Arthur Allan Seidelman,Action,RescueMe,99,Mike Snyder,1992
Trimark Pictures,USA,Fritz Kiersch,Action,IntotheSun,101,John Brancato,1992
Hollywood Road Films,UK,Jon Acevski,Animation,FreddieasFRO7,100,Jon Acevski,1992
New Line Cinema,USA,Abbe Wool,Adventure,RoadsideProphets,100,Abbe Wool,1992
Not specified,Argentina,Adolfo Aristarain,Drama,APlaceintheWorld,120,Adolfo Aristarain,1992
Demi-Monde Productions,USA,Nicole Conn,Drama,ClaireoftheMoon,107,Nicole Conn,1992
Wong Jing's Workshop Ltd.,Hong Kong,Clarence Yiu-leung Fok,Action,NakedKiller,100,Jing Wong,1992
Macfilm productions,USA,John Turturro,Drama,Mac,117,John Turturro,1992
Glamour Films,India,Mukul Anand,Action,KhudaGawah,193,Rajkumar Bedi,1992
IRS Media,USA,Stacy Cochran,Comedy,MyNewGun,99,Stacy Cochran,1992
Thrill Me, Productions,,USA,Joel Hershman,Comedy,HoldMeThrillMeKissMe,92,Joel Hershman,1992
American Playhouse,USA,Tom Kalin,Crime,Swoon,93,Tom Kalin,1992
Island World,USA,Nick Gomez,Crime,LawsofGravity,100,Nick Gomez,1992
Rhythm & Hues Studios,USA,Kenny Ortega,Comedy,HocusPocus,96,David Kirschner,1993
Hollywood Pictures,USA,George P. Cosmatos,Action,Tombstone,130,Kevin Jarre,1993
Universal Pictures,USA,Steven Spielberg,Biography,SchindlersList,195,Thomas Keneally,1993
Twentieth Century Fox Film Corporation,USA,David Mickey Evans,Comedy,TheSandlot,101,David Mickey Evans,1993
Universal Pictures,USA,Steven Spielberg,Adventure,JurassicPark,127,Michael Crichton,1993
Touchstone Pictures,USA,Henry Selick,Animation,TheNightmareBeforeChristmas,76,Tim Burton,1993
Gramercy Pictures (I),USA,Richard Linklater,Comedy,DazedandConfused,102,Richard Linklater,1993
Alcor Films,France,Joel Schumacher,Crime,Undadefuria,113,Ebbe Roe Smith,1993
Davis Entertainment,USA,Sydney Pollack,Drama,TheFirm,154,John Grisham,1993
Morgan Creek Productions,USA,Tony Scott,Crime,TrueRomance,120,Quentin Tarantino,1993
Paramount Pictures,USA,Barry Sonnenfeld,Comedy,AddamsFamilyValues,94,Charles Addams,1993
Price Entertainment,USA,Robert De Niro,Crime,ABronxTale,121,Chazz Palminteri,1993
Paramount Pictures,USA,Lasse Hallstr�m,Drama,WhatsEatingGilbertGrape,118,Peter Hedges,1993
Warner Bros.,USA,Agnieszka Holland,Drama,TheSecretGarden,101,Frances Hodgson Burnett,1993
Columbia Pictures Corporation,USA,Harold Ramis,Comedy,GroundhogDay,101,Danny Rubin,1993
Brooksfilms,France,Mel Brooks,Adventure,RobinHoodMeninTights,104,J.D. Shapiro,1993
Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,MrsDoubtfire,125,Anne Fine,1993
TriStar Pictures,USA,Nora Ephron,Comedy,SleeplessinSeattle,105,Jeff Arch,1993
Columbia Pictures Corporation,USA,John McTiernan,Action,LastActionHero,130,Zak Penn,1993
Hollywood Pictures,USA,Taylor Hackford,Crime,BloodInBloodOut,,180,Ross Thomas,1993
Carolco Pictures,USA,Renny Harlin,Action,Cliffhanger,112,John Long,1993
Warner Bros.,USA,Andrew Davis,Action,TheFugitive,130,Jeb Stuart,1993
Warner Bros.,USA,Simon Wincer,Adventure,FreeWilly,112,Keith Walker,1993
Paramount Pictures,USA,Adrian Lyne,Drama,IndecentProposal,117,Jack Engelhard,1993
TriStar Pictures,USA,Jonathan Demme,Drama,Philadelphia,125,Ron Nyswaner,1993
Touchwood Pacific Partners 1,USA,Duwayne Dunham,Adventure,HomewardBoundTheIncredibleJourney,84,Sheila Burnford,1993
CiBy 2000,New Zealand,Jane Campion,Drama,Elpiano,121,Jane Campion,1993
Universal Pictures,USA,Brian De Palma,Crime,CarlitosWay,144,Edwin Torres,1993
Touchstone Pictures,USA,Bill Duke,Comedy,SisterAct2BackintheHabit,107,Paul Rudnick,1993
Warner Bros.,USA,Marco Brambilla,Action,DemolitionMan,115,Peter M. Lenkov,1993
Allied Filmmakers,UK,Annabel Jankel,Adventure,SuperMarioBros,104,Parker Bennett,1993
TriStar Pictures,USA,David Anspaugh,Biography,Rudy,114,Angelo Pizzo,1993
Walt Disney Pictures,Austria,Stephen Herek,Action,TheThreeMusketeers,105,Alexandre Dumas,1993
Hell's Kitchen Films,Ireland,Jim Sheridan,Biography,Enelnombredelpadre,133,Gerry Conlon,1993
Paramount Pictures,USA,Phillip Noyce,Drama,Sliver,107,Ira Levin,1993
Film Andes S.A.,USA,Frank Marshall,Adventure,Alive,120,Piers Paul Read,1993
Columbia Pictures Corporation,USA,Martin Scorsese,Drama,TheAgeofInnocence,139,Edith Wharton,1993
Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,TheGoodSon,87,Ian McEwan,1993
Walt Disney Pictures,USA,Jon Turteltaub,Adventure,CoolRunnings,98,Lynn Siefert,1993
Renaissance Films,UK,Kenneth Branagh,Comedy,MuchAdoAboutNothing,111,William Shakespeare,1993
Touchstone Pictures,USA,David S. Ward,Action,TheProgram,112,David S. Ward,1993
Raffaella De Laurentiis Productions,USA,Rob Cohen,Action,DragonTheBruceLeeStory,120,Robert Clouse,1993
New Line Cinema,USA,Albert Hughes,Crime,MenaceIISociety,97,Allen Hughes,1993
Thin Man Films,UK,Mike Leigh,Comedy,Naked,132,Mike Leigh,1993
Universal Pictures,USA,John Woo,Action,HardTarget,97,Chuck Pfarrer,1993
John Davis,USA,Donald Petrie,Comedy,GrumpyOldMen,103,Mark Steven Johnson,1993
Warner Bros.,USA,Nick Castle,Comedy,DennistheMenace,94,Hank Ketcham,1993
TriStar Television,USA,Ron Maxwell,Drama,Gettysburg,271,Michael Shaara,1993
Twentieth Century Fox Film Corporation,USA,George Sluizer,Drama,TheVanishing,109,Tim Krabb�,1993
Twentieth Century Fox Film Corporation,USA,Penelope Spheeris,Comedy,TheBeverlyHillbillies,92,Paul Henning,1993
Propaganda Films,USA,John Dahl,Crime,RedRockWest,98,John Dahl,1993
Knickerbocker Films,USA,Michael Caton-Jones,Biography,ThisBoysLife,115,Tobias Wolff,1993
TriStar Pictures,USA,Thomas Schlamme,Comedy,SoIMarriedanAxeMurderer,93,Robbie Fox,1993
Metro-Goldwyn-Mayer (MGM),USA,Jeremiah S. Chechik,Comedy,BennyJoon,98,Barry Berman,1993
Mainline Pictures,USA,Jennifer Lynch,Drama,BoxingHelena,107,Philippe Caland,1993
Castle Rock Entertainment,USA,Fraser C. Heston,Crime,NeedfulThings,120,Stephen King,1993
Orion Pictures,USA,George A. Romero,Horror,TheDarkHalf,122,Stephen King,1993
New Line Cinema,USA,Adam Marcus,Fantasy,JasonGoestoHellTheFinalFriday,87,Jay Huguely,1993
Paramount Pictures,USA,Stephen Surjik,Comedy,WaynesWorld2,95,Mike Myers,1993
Warner Bros.,USA,Alan J. Pakula,Crime,ThePelicanBrief,141,John Grisham,1993
Touchstone Pictures,USA,Brian Gibson,Biography,WhatsLoveGottoDowithIt,118,Tina Turner,1993
Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,IntheLineofFire,128,Jeff Maguire,1993
Paramount Pictures,USA,Steve Barron,Comedy,Coneheads,88,Tom Davis,1993
Morgan Creek Productions,USA,Alan Shapiro,Drama,TheCrush,89,Alan Shapiro,1993
Paramount Pictures,USA,Robert Lieberman,Biography,FireintheSky,109,Travis Walton,1993
Trimark Pictures,USA,Mark Jones,Comedy,Leprechaun,92,Mark Jones,1993
Warner Bros.,USA,Clint Eastwood,Crime,APerfectWorld,138,John Lee Hancock,1993
Fine Line Features,USA,Robert Altman,Comedy,ShortCuts,188,Raymond Carver,1993
Columbia Pictures Corporation,USA,James Ivory,Drama,TheRemainsoftheDay,134,Kazuo Ishiguro,1993
MK2 Productions,France,Krzysztof Kieslowski,Drama,ThreeColorsBlue,98,Krzysztof Kieslowski,1993
CNCAIMC,Mexico,Guillermo del Toro,Horror,Cronos,94,Guillermo del Toro,1993
Icon Entertainment International,USA,Rob Bowman,Adventure,Airborne,91,Bill Apablasa,1993
Orion Pictures,USA,Fred Dekker,Action,RoboCop3,104,Edward Neumeier,1993
PolyGram Filmed Entertainment,USA,Dominic Sena,Crime,Kalifornia,117,Stephen Levy,1993
Twentieth Century Fox Film Corporation,USA,Jim Abrahams,Action,HotShotsPartDeux,86,Jim Abrahams,1993
Warner Bros.,USA,John Badham,Action,PointofNoReturn,109,Luc Besson,1993
Hollywood Pictures,USA,Steve Rash,Comedy,SoninLaw,95,Patrick J. Clifton,1993
Costa do Castelo Filmes,Portugal,Bille August,Drama,Lacasadelosespritus,140,Isabel Allende,1993
Twentieth Century Fox Film Corporation,USA,Daniel Stern,Comedy,RookieoftheYear,103,Sam Harper,1993
Warner Bros. Animation,USA,Eric Radomski,Animation,BatmanMaskofthePhantasm,76,Bob Kane,1993
Twentieth Century Fox Film Corporation,USA,Philip Kaufman,Action,RisingSun,125,Michael Crichton,1993
Icon Entertainment International,USA,Mel Gibson,Drama,TheManWithoutaFace,115,Isabelle Holland,1993
TriStar Pictures,USA,Tom Ropelewski,Comedy,LookWhosTalkingNow,96,Tom Ropelewski,1993
Columbia Pictures Corporation,USA,John Singleton,Drama,PoeticJustice,109,John Singleton,1993
Baltimore Pictures,USA,Luis Llosa,Action,Sniper,98,Michael Frost Beckner,1993
Tommy,USA,Tom Stern,Comedy,Freaked,86,Tim Burns,1993
Columbia Pictures Corporation,USA,Walter Hill,Drama,GeronimoAnAmericanLegend,115,John Milius,1993
Canal+,USA,Emir Kusturica,Comedy,ArizonaDream,142,David Atkins,1993
B.A. Produktion,Germany,Joseph Vilsmaier,Drama,Stalingrad,134,J�rgen B�scher,1993
Castle Rock Entertainment,Canada,Harold Becker,Crime,Malicia,107,Aaron Sorkin,1993
Dino De Laurentiis Company,Germany,Uli Edel,Drama,Elcuerpodeldelito,99,Brad Mirman,1993
Hollywood Pictures,USA,Thomas Carter,Drama,SwingKids,112,Jonathan Marc Feldman,1993
Paramount Pictures,USA,Peter Bogdanovich,Comedy,TheThingCalledLove,116,Carol Heikkinen,1993
Spring Creek Productions,USA,Peter Weir,Drama,Fearless,122,Rafael Yglesias,1993
Warner Bros.,USA,Ivan Reitman,Comedy,Dave,110,Gary Ross,1993
Northern Lights Entertainment,USA,Rod Daniel,Comedy,Beethovens2nd,89,John Hughes,1993
Recorded Picture Company (RPC),Italy,Bernardo Bertolucci,Drama,LittleBuddha,123,Bernardo Bertolucci,1993
Metro-Goldwyn-Mayer (MGM),USA,Fred Schepisi,Comedy,SixDegreesofSeparation,112,John Guare,1993
Alcor Films,France,Oliver Stone,Action,Elcieloylatierra,140,Le Ly Hayslip,1993
Golden Harvest Company,USA,Stuart Gillard,Action,TeenageMutantNinjaTurtlesIII,96,Kevin Eastman,1993
New Line Cinema,USA,Gene Quintano,Action,LoadedWeapon1,84,Don Holley,1993
Imagine Entertainment,USA,Tamra Davis,Comedy,CB4,89,Chris Rock,1993
New Line Cinema,USA,Neal Israel,Action,SurfNinjas,100,Dan Gordon,1993
Dorset Productions,USA,Abel Ferrara,Horror,BodySnatchers,87,Jack Finney,1993
Geffen Pictures,USA,David Cronenberg,Drama,MButterfly,101,David Henry Hwang,1993
Universal Pictures,USA,Phil Nibbelink,Animation,WereBackADinosaursStory,72,John Patrick Shanley,1993
Mirage Enterprises,USA,Steve Kloves,Drama,FleshandBone,126,Steve Kloves,1993
Price Entertainment,UK,Richard Attenborough,Biography,Shadowlands,131,William Nicholson,1993
Hollywood Pictures,USA,Wayne Wang,Drama,TheJoyLuckClub,139,Amy Tan,1993
Bandai Visual Company,USA,Brian Yuzna,Horror,ReturnoftheLivingDeadIII,97,John Penney,1993
Largo Entertainment,USA,Stephen Hopkins,Action,JudgmentNight,110,Lewis Colick,1993
Mirage Enterprises,USA,Steven Zaillian,Biography,SearchingforBobbyFischer,109,Fred Waitzkin,1993
PolyGram Filmed Entertainment,USA,Nicholas Kazan,Drama,DreamLover,103,Nicholas Kazan,1993
Davis-Films,France,Roger Avary,Crime,KillingZoe,96,Roger Avary,1993
Columbia Pictures Corporation,USA,Rowdy Herrington,Action,StrikingDistance,102,Rowdy Herrington,1993
Beijing Film Studio,China,Kaige Chen,Drama,FarewellMyConcubine,171,Pik Wah Lee,1993
Columbia Pictures Corporation,USA,Robert Harmon,Action,NowheretoRun,94,Joe Eszterhas,1993
Metro-Goldwyn-Mayer (MGM),USA,Tony Bill,Comedy,UntamedHeart,102,Tom Sierchio,1993
Universal Pictures,USA,Barry Sonnenfeld,Comedy,ForLoveorMoney,96,Mark Rosenthal,1993
Universal Pictures,USA,Joe Dante,Comedy,Matinee,99,Jerico,1993
British Screen Finance Ltd.,Australia,John Duigan,Comedy,Sirenas,98,John Duigan,1993
TriStar Pictures,USA,Woody Allen,Comedy,ManhattanMurderMystery,104,Woody Allen,1993
Universal Pictures,USA,Ron Underwood,Comedy,HeartandSouls,104,Gregory Hansen,1993
British Broadcasting Corporation (BBC),France,Andrew Birkin,Drama,TheCementGarden,105,Andrew Birkin,1993
Canal+,USA,Richard Benjamin,Comedy,MadeinAmerica,111,Marcia Brandwynne,1993
Canal+,France,Jon Amiel,Drama,Sommersby,114,Daniel Vigne,1993
Polygram Filmed Entertainment,UK,Peter Medak,Action,RomeoIsBleeding,100,Hilary Henkin,1993
Walt Disney Pictures,USA,Stephen Sommers,Adventure,TheAdventuresofHuckFinn,108,Mark Twain,1993
Columbus Circle Films,USA,Tom Holland,Drama,TheTemp,99,Kevin Falls,1993
Universal Pictures,USA,John McNaughton,Comedy,MadDogandGlory,97,Richard Price,1993
Channel Four Films,USA,Allison Anders,Crime,Mividaloca,92,Allison Anders,1993
Alpilles Productions,France,Jean-Marie Poir�,Comedy,Losvisitantes,107,Christian Clavier,1993
Laughing Kookaburra Productions,Australia,John Duigan,Drama,WideSargassoSea,98,Jan Sharp,1993
Capella Films,USA,Bruce Joel Rubin,Drama,MyLife,117,Bruce Joel Rubin,1993
August Entertainment,USA,Sheldon Lettich,Action,OnlytheStrong,99,Sheldon Lettich,1993
Deseo, El,,Spain,Pedro Almod�var,Comedy,Kika,114,Pedro Almod�var,1993
Touchstone Pictures,USA,Bob Balaban,Comedy,MyBoyfriendsBack,85,Dean Lorey,1993
New Line Cinema,USA,Gus Van Sant,Comedy,EvenCowgirlsGettheBlues,95,Tom Robbins,1993
Artimm,USA,Robert Klane,Adventure,WeekendatBerniesII,97,Robert Klane,1993
Outlaw Productions (I),Canada,Mike Binder,Comedy,IndianSummer,97,Mike Binder,1993
Metro-Goldwyn-Mayer (MGM),USA,Carl Reiner,Comedy,FatalInstinct,91,David O'Malley,1993
Hanna-Barbera Productions,UK,Charles Grosvenor,Animation,OnceUponaForest,71,Rae Lambert,1993
Touchstone Pictures,USA,James Lapine,Comedy,LifewithMikey,91,Marc Lawrence,1993
Metro-Goldwyn-Mayer (MGM),USA,Herbert Ross,Comedy,UndercoverBlues,90,Ian Abrams,1993
Richard Williams Productions,UK,Richard Williams,Animation,TheThiefandtheCobbler,72,Richard Williams,1993
Metro-Goldwyn-Mayer (MGM),USA,Robert Townsend,Action,TheMeteorMan,100,Robert Townsend,1993
Imagine Films Entertainment,USA,Henry Winkler,Comedy,Cop,97,Arne Olsen,1993
Trimark Pictures,USA,Anthony Hickox,Fantasy,WarlockTheArmageddon,98,David Twohy,1993
Wildwood Enterprises,USA,Steven Soderbergh,Drama,KingoftheHill,103,A.E. Hotchner,1993
New Line Cinema,USA,Michael Gottlieb,Action,MrNanny,84,Edward Rugoff,1993
Island World,USA,Stephen Gyllenhaal,Drama,ADangerousWoman,102,Mary McGarry Morris,1993
Film Workshop,Hong Kong,Woo-Ping Yuen,Action,IronMonkey,90,Tan Cheung,1993
Road Movies Filmproduktion,Germany,Wim Wenders,Drama,FarawaySoClose,,144,Wim Wenders,1993
Movie Group, The,,USA,Robert Radler,Action,BestoftheBestII,101,Max Strom,1993
